id,date,year,semester,era,kind,sentiment,sentiment_label,emoji,tone_intensity,primary_topic_label,topic_tag_labels,entities,target_short,sender_short,snippet,text_full
402,1992-10-22,1992,Fall,1991–1999,PAT,1,pat / praise,👏,0.42,"Police, public safety & city services","Police, public safety & city services | Civic identity, media & reputation",,the Student Government Association,the Capital District Circle K board of officers,A generous pat to the Student Government Association for donating unsold and unclaimed books from the SGA book sale to Circle K International for use in local literacy programs. S…,A generous pat to the Student Government Association for donating unsold and unclaimed books from the SGA book sale to Circle K International for use in local literacy programs. Sent in by the Capital District Circle K board of officers.
407,1992-10-29,1992,Fall,1991–1999,DART,-1,dart / criticism,🎯,0.45,"Parking, towing & cars","Parking, towing & cars | Housing, landlords & apartment life | Local businesses & restaurants | Campus edge, construction & expansion",,those students,those,"A highly annoying dart to those students who insist on parking in the private parking lot next to ""The Pit,"" across from Anthony Seeger. For those residents who would like to occa…","A highly annoying dart to those students who insist on parking in the private parking lot next to ""The Pit,"" across from Anthony Seeger. For those residents who would like to occasionally leave their apartments, it is quite a painstaking process to maneuver around the non-resident cars to find a parking space upon returning. Note: the sign does say ""Towing enforced at owner's expense."" Sent in by those who do not enjoy driving across their own lawn."
412,1992-11-05,1992,Fall,1991–1999,PAT,1,pat / praise,👏,0.43,"Neighbors, parties & student behavior","Neighbors, parties & student behavior | Community service & mutual aid | Civic identity, media & reputation",Harrisonburg | Rockingham County,all the members,Kathleen Beer,The Association for Retarded Citizens — Harrisonburg/Rockingham would like to say thank you to all the members of the Council for Exceptional Children and Zeta Tau Alpha for the w…,"The Association for Retarded Citizens — Harrisonburg/Rockingham would like to say thank you to all the members of the Council for Exceptional Children and Zeta Tau Alpha for the wonderful Halloween party they gave for special needs persons in our community. Sent in by Kathleen Beer, executive director of the Association for Retarded Citizens."
426,1992-11-12,1992,Fall,1991–1999,PAT,1,pat / praise,👏,0.37,Community service & mutual aid,"Streets, traffic & pedestrian safety | Local businesses & restaurants | Community service & mutual aid",Salvation Army,the Delta Sigma Pi and Alpha Phi Alpha fraternities,,A hearty pat to the Delta Sigma Pi and Alpha Phi Alpha fraternities for sponsoring the countywide Feed The Hungry Food Drive to raise money and collect canned goods for Salvation…,A hearty pat to the Delta Sigma Pi and Alpha Phi Alpha fraternities for sponsoring the countywide Feed The Hungry Food Drive to raise money and collect canned goods for Salvation Army's Thanksgiving projects.
430,1992-11-16,1992,Fall,1991–1999,PAT,1,pat / praise,👏,0.48,"Downtown, arts & events","Downtown, arts & events | Community service & mutual aid | Campus edge, construction & expansion",Harrisonburg | Rockingham County | JMU,the JMU campus cadets and members,Margo Kwalek and Bill Holt,To the JMU campus cadets and members of the Phi Beta Sigma Fraternity for their hours of service during our recent Jail and Bail fund-raising event. It is only through the coopera…,"To the JMU campus cadets and members of the Phi Beta Sigma Fraternity for their hours of service during our recent Jail and Bail fund-raising event. It is only through the cooperation and support of volunteers such as you that this event is possible. To date, we have raised nearly $12,000 to go toward funding programs of cancer research, education and patient services. Sent in by Margo Kwalek and Bill Holt, co-chairs of the Jail and Bail fundraising event for the Harrisonburg/Rockingham unit of the American Cancer Society."
446,1992-11-23,1992,Fall,1991–1999,PAT,1,pat / praise,👏,0.4,Community service & mutual aid,"Community service & mutual aid | Civic identity, media & reputation",JMU | Salvation Army,the Student Ambassadors and the Salvation Army,,To the Student Ambassadors and the Salvation Army for sponsoring Operation Santa Claus for local needy children. The operation gives JMU students the chance to put a little back i…,To the Student Ambassadors and the Salvation Army for sponsoring Operation Santa Claus for local needy children. The operation gives JMU students the chance to put a little back into our community by buying presents to give to children who would otherwise not get anything on Christmas morning.
472,1993-01-21,1993,Spring,1991–1999,PAT,1,pat / praise,👏,0.37,"Parking, towing & cars","Parking, towing & cars",,all students,,A big pat to all students who participated in Phi Beta Sigma and Kappa Alpha Psi's car smash on the commons to raise funds for the United Way. Sent in anonymously.,A big pat to all students who participated in Phi Beta Sigma and Kappa Alpha Psi's car smash on the commons to raise funds for the United Way. Sent in anonymously.
481,1993-01-25,1993,Spring,1991–1999,DART,-1,dart / criticism,🎯,0.42,"Transit, buses & mobility","Transit, buses & mobility | Weather, environment & infrastructure",Harrisonburg | JMU | Harrisonburg Transit,the JMU administration,,"A frigid, freezing, slickery dart to the JMU administration for not canceling morning classes on Thursday due to the severely inclement weather. Most students found it difficult t…","A frigid, freezing, slickery dart to the JMU administration for not canceling morning classes on Thursday due to the severely inclement weather. Most students found it difficult to get down their front sidewalks without becoming one with the cement much less walking all the way to class. If the conditions were bad enough to close sections of I-81, I-64 and the Harrisonburg Transit system, classes should have been canceled."
484,1993-01-28,1993,Spring,1991–1999,PAT,1,pat / praise,👏,0.47,Community service & mutual aid,Community service & mutual aid,,Alpha Phi Omega,Laura Early,To Alpha Phi Omega for all its hard work on our February Residential Campaign. There really was no way we could have done it without them. A special thanks to Cathy Hamlin at the…,"To Alpha Phi Omega for all its hard work on our February Residential Campaign. There really was no way we could have done it without them. A special thanks to Cathy Hamlin at the Center for Service Learning for her work in bringing Alpha Phi Omega to us. Each and every member of Alpha Phi Omega deserves a special thanks! Sent in by Laura Early, administrative assistant at the American Heart Association."
514,1993-02-15,1993,Spring,1991–1999,PAT,1,pat / praise,👏,0.4,Other town-gown moments,,Rockingham County,the buildings and groups people and anyone else,anonymous,A sincere pat to the buildings and grounds people and anyone else responsible for the new light posts from Rockingham Memorial Hospital to Wine-Price Hall. Thanks for your concern…,A sincere pat to the buildings and grounds people and anyone else responsible for the new light posts from Rockingham Memorial Hospital to Wine-Price Hall. Thanks for your concern. Sent in anonymously.
523,1993-02-18,1993,Spring,1991–1999,DART,-1,dart / criticism,🎯,0.38,"Weather, environment & infrastructure","Weather, environment & infrastructure",,all the area meteorologists and weather gurus,,A frigid dart to all the area meteorologists and weather gurus who proclaimed Monday night that a large winter storm was barreling down on the Shenandoah Valley and large amounts…,"A frigid dart to all the area meteorologists and weather gurus who proclaimed Monday night that a large winter storm was barreling down on the Shenandoah Valley and large amounts of snow were imminent. Thousands of dreary-eyed, disappointed students awoke Tuesday morning only to trudge to class muttering obscenities as the rain pelted their faces."
537,1993-03-01,1993,Spring,1991–1999,DART,-1,dart / criticism,🎯,0.37,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety | Campus edge, construction & expansion",Port Republic Road,the construction effort,,"A dusty dart to the construction effort on Port Republic Road. One has to ask, ""How much worse could the traffic congestion get?"" The answer is none. Sent in anonymously.","A dusty dart to the construction effort on Port Republic Road. One has to ask, ""How much worse could the traffic congestion get?"" The answer is none. Sent in anonymously."
544,1993-03-04,1993,Spring,1991–1999,PAT,1,pat / praise,👏,0.43,Other town-gown moments,,,Alpha Phi Omega,the Association for Retarded Citizens,To Alpha Phi Omega for all your help at our Teenage/Adult Canteens! Our clients really love Canteen. We truly appreciate all the time and effort you have given to be a special par…,To Alpha Phi Omega for all your help at our Teenage/Adult Canteens! Our clients really love Canteen. We truly appreciate all the time and effort you have given to be a special part of another person's life. Sent in by the Association for Retarded Citizens.
550,1993-03-19,1993,Spring,1991–1999,PAT,1,pat / praise,👏,0.39,"Weather, environment & infrastructure","Campus edge, construction & expansion | Weather, environment & infrastructure",Harrisonburg | JMU,the university,,A responsible pat to the university for canceling classes Monday and Tuesday when the blizzard of 1993 struck Harrisonburg. Taking the time to clear off some of the snow and ice f…,"A responsible pat to the university for canceling classes Monday and Tuesday when the blizzard of 1993 struck Harrisonburg. Taking the time to clear off some of the snow and ice from the walkways and highways saved many students from sliding to class, and might have saved someone's life. Also a pat to the professors who adjusted their class schedules fairly to account for the snow days."
580,1993-04-05,1993,Spring,1991–1999,PAT,1,pat / praise,👏,0.49,Community service & mutual aid,Community service & mutual aid,Harrisonburg | Rockingham County,"Cillia, Psuede Farm, Burma Jam, Eddie","Ohio, Afrikan Drum Fest, Damn Near Red and everybody","A generous pat to Cillia, Psuede Farm, Burma Jam, Eddie From Ohio, Afrikan Drum Fest, Damn Near Red and everybody who helped pull together WXJM's second annual Cool Aid. All of th…","A generous pat to Cillia, Psuede Farm, Burma Jam, Eddie From Ohio, Afrikan Drum Fest, Damn Near Red and everybody who helped pull together WXJM's second annual Cool Aid. All of the groups performed for free, more than 700 people attended and over $2,000 was raised. The money will go to the Harrisonburg-Rockingham Free Clinic, which provides health and human services to people who don't have the financial resources to pay for them."
590,1993-04-08,1993,Spring,1991–1999,PAT,1,pat / praise,👏,0.4,Community service & mutual aid,"Community service & mutual aid | Campus edge, construction & expansion | Civic identity, media & reputation",,"the Center for Service Learning, the Health Center and the bluestone area community service representatives",,"To the Center for Service Learning, the Health Center and the bluestone area community service representatives for sponsoring the ""Great Egg Hunt"" for local children on the Quad y…","To the Center for Service Learning, the Health Center and the bluestone area community service representatives for sponsoring the ""Great Egg Hunt"" for local children on the Quad yesterday. Sent in anonymously."
594,1993-04-15,1993,Spring,1991–1999,PAT,1,pat / praise,👏,0.41,"Downtown, arts & events","Streets, traffic & pedestrian safety | Downtown, arts & events | Civic identity, media & reputation",JMU,the JMU Orchestra,"Mandy Lambert, Wendy Driver and Mrs Hilt's fourth grade class","To the JMU Orchestra for the free concert they offered to local elementary schools. The music was like magic. We loved the song ""Mars."" We also liked Schubert's ""Unfinished Sympho…","To the JMU Orchestra for the free concert they offered to local elementary schools. The music was like magic. We loved the song ""Mars."" We also liked Schubert's ""Unfinished Symphony."" We liked how you had some people play the instruments individually. Sent in by Mandy Lambert, Wendy Driver and Mrs. Hilt's fourth grade class."
606,1993-04-22,1993,Spring,1991–1999,PAT,1,pat / praise,👏,0.37,"Campus edge, construction & expansion","Streets, traffic & pedestrian safety | Transit, buses & mobility | Campus edge, construction & expansion",Main Street | Harrisonburg Transit,whoever,,To whoever decided to finally put a mailbox on campus near the Godwin bus stop. Now all we need is a mailbox near Anthony-Seeger Hall so we don't have to play Frogger across Main…,To whoever decided to finally put a mailbox on campus near the Godwin bus stop. Now all we need is a mailbox near Anthony-Seeger Hall so we don't have to play Frogger across Main Street to mail our tuition checks.
614,1993-04-26,1993,Spring,1991–1999,PAT,1,pat / praise,👏,0.4,Community service & mutual aid,Community service & mutual aid,Harrisonburg,the Eagle Hall Council and all the other organizations,,A charitable pat to the Eagle Hall Council and all the other organizations who helped put together Lake Quake on Saturday. Also a pat to all the students who emptied their wallets…,"A charitable pat to the Eagle Hall Council and all the other organizations who helped put together Lake Quake on Saturday. Also a pat to all the students who emptied their wallets and stuffed their faces at Lake Quake, raising money for Harrisonburg Big Brothers/Big Sisters."
623,1993-09-02,1993,Fall,1991–1999,DART,-1,dart / criticism,🎯,0.4,"Streets, traffic & pedestrian safety","Streets, traffic & pedestrian safety | Campus edge, construction & expansion",Port Republic Road,the eternal construction,,"A torn-up dart for the eternal construction along Port Republic Road. This road work has tied up traffic, made for unsafe walking and biking areas and forced some students to deal…","A torn-up dart for the eternal construction along Port Republic Road. This road work has tied up traffic, made for unsafe walking and biking areas and forced some students to deal with gawking construction workers for too long."
643,1993-09-23,1993,Fall,1991–1999,DART,-1,dart / criticism,🎯,0.37,"Neighbors, parties & student behavior","Police, public safety & city services | Housing, landlords & apartment life | Neighbors, parties & student behavior",,Dick,the residents,See Jane give a party. See police bust Jane's party. See Jane talk to police. Then see Dick steal Jane's tap. Don't be a Dick. Give back Jane's tap. Sent in by the residents of 83…,See Jane give a party. See police bust Jane's party. See Jane talk to police. Then see Dick steal Jane's tap. Don't be a Dick. Give back Jane's tap. Sent in by the residents of 835 Forest Hills.
648,1993-09-30,1993,Fall,1991–1999,PAT,1,pat / praise,👏,0.4,Community service & mutual aid,"Police, public safety & city services | Community service & mutual aid | Civic identity, media & reputation",Harrisonburg | Rockingham County,the members,the United Way of Harrisonburg and Rockingham County,"To the members of Alpha Phi Omega for their volunteer efforts on the Day of Caring. The balloons made the room more decorative for the occasion, and the refreshments provided a mu…","To the members of Alpha Phi Omega for their volunteer efforts on the Day of Caring. The balloons made the room more decorative for the occasion, and the refreshments provided a much needed service for the picnic. Sent in by the United Way of Harrisonburg and Rockingham County."
